ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time,normalized_rating,normalized_price,Taste,Quality
597,humayun nagar,hyderabad,juice box,150,2.9,80,"beverages,snacks",mehdipatnam,54,0.58,0.088235294,4.2,4.2
598,mehdipatnam,hyderabad,hottie and spicy chat and juices,200,4.4,20,"snacks,beverages",tolichowki,55,0.88,0.117647059,2.9,3.9
599,banjara hills,hyderabad,onesta,200,3.6,1000,"italian,desserts,pizzas,american,snacks",anr center banjara hills,58,0.72,0.117647059,3,2.6
600,ameerpet,hyderabad,fruit bite natural juices & salads.,200,4.4,500,juices,ameerpet,63,0.88,0.117647059,2.6,2.6
601,himayatnagar,hyderabad,cake l'amore,200,4.1,500,"bakery,beverages,desserts",himayath nagar,42,0.82,0.117647059,2.9,4.3
602,basheer bagh,hyderabad,the tea tree,100,2.9,80,beverages,himayath nagar,36,0.58,0.058823529,3.2,4.3
603,chanakyapuri,hyderabad,meghana tiffin center,50,4.3,500,south indian,kothapet & dilsukhnagar,64,0.86,0.029411765,2.9,4.9
604,huda complex,hyderabad,burger hubs,300,2.9,80,"desserts,beverages",kothapet & dilsukhnagar,62,0.58,0.176470588,2.7,4.7
605,himayath nagar,hyderabad,big bowl,250,3.7,50,chinese,himayath nagar,38,0.74,0.147058824,2.8,3.7
606,huda complex,hyderabad,zaika bites,300,2.9,80,indian,kothapet & dilsukhnagar,57,0.58,0.176470588,3.7,4.1
607,abids,hyderabad,gullu dada's biryani,500,3.8,50,"biryani,hyderabadi,desserts",somajiguda & khairtabad,27,0.76,0.294117647,3,3.6
608,gunrock enclave,hyderabad,maharaja dosa,200,3.6,20,south indian,kharkhana & trimulgherry,65,0.72,0.117647059,3.4,3.1
609,narayanguda,hyderabad,cakezone,200,4,1000,"desserts,bakery,sweets,ice cream,beverages,juices,bengali",himayath nagar,30,0.8,0.117647059,3.8,3.4
610,uppal,hyderabad,kailas food centre,99,2.9,80,south indian,uppal,69,0.58,0.058235294,4.2,2.8
611,chudi bazaar,hyderabad,pranav dhaba,200,4.1,20,"indian,chinese",begum bazar,42,0.82,0.117647059,2.6,4.2
612,banjara hills,hyderabad,house of desserts,300,3.9,20,desserts,banjara hills,61,0.78,0.176470588,4.5,3
613,himayat nagar,hyderabad,shrodinger's pizza,350,2.9,80,pizzas,himayat nagar,34,0.58,0.205882353,4.1,3.7
614,himayatnagar,hyderabad,farmbowl by urbankisaan,300,4.2,500,"healthy food,salads",himayath nagar,27,0.84,0.176470588,2.7,4.9
615,khairtabad,hyderabad,shree venkateshwara coffee shop,200,4.2,20,"north indian,snacks,beverages",banjara hills,40,0.84,0.117647059,4.7,2.6
616,hakimpet,hyderabad,haleem house,200,3.9,100,"north indian,chinese,biryani",tolichowki,64,0.78,0.117647059,4.8,2.9
617,ameerpet,hyderabad,surprise india - online cake delivery,200,3.7,20,bakery,ameerpet,78,0.74,0.117647059,2.7,3.2
618,banjara hills,hyderabad,mendy's burger,500,2.9,80,"continental,beverages",banjara hills,68,0.58,0.294117647,3.2,4.9
619,padmarao nagar,hyderabad,pkp - pidata kinda pappu,150,2.9,80,snacks  indian,nallakunta & vidyanagar,62,0.58,0.088235294,4.5,4.8
620,feelkhana,hyderabad,hotel rajdhani,500,3.8,20,north indian  south indian  biryani  tandoor,himayath nagar,39,0.76,0.294117647,4.4,2.9
621,banjara hills,hyderabad,mandi @36,1000,4.1,500,"arabian,continental,haleem",banjara hills,56,0.82,0.588235294,3,5
622,toli chowki,hyderabad,bakewell cake house,100,4.1,100,"bakery,fast food,pizzas,sweets",tolichowki,66,0.82,0.058823529,3,4.4
623,basheer bagh,hyderabad,shahi zaiqa,750,4.2,50,biryani  north indian  chinese,himayath nagar,35,0.84,0.441176471,3.4,3.8
624,banjara hills,hyderabad,udupi dosa house,100,4.2,100,south indian,banjara hills,57,0.84,0.058823529,3.7,4.8
625,golconda fort,hyderabad,saira home made food,300,4.4,50,indian,tolichowki,86,0.88,0.176470588,4,4.7
626,kavadiguda,hyderabad,bismillah hotel,100,3.4,100,"south indian,thalis,beverages",nallakunta & vidyanagar,40,0.68,0.058823529,3.4,3.5
627,nampally,hyderabad,mataam al jazirah,300,4.2,50,"desserts,arabian,beverages",nampally,36,0.84,0.176470588,3.7,4.1
628,narayanguda,hyderabad,grameen kulfi,120,4.4,100,"ice cream,desserts",kmit,24,0.88,0.070588235,4.4,4.1
629,kothapet,hyderabad,grameen kulfi,120,4.5,100,ice cream  desserts,magic spoons enterprises,46,0.9,0.070588235,2.6,3.3
630,velly view enclave,hyderabad,the shawarma spot,160,4,20,continental,suncity & bandlaguda,35,0.8,0.094117647,3.1,2.9
631,toli chowki,hyderabad,pizza store,300,2.9,80,"fast food,pizzas",tolichowki,81,0.58,0.176470588,4.3,3.7
632,koti,hyderabad,mandi pride,400,3.8,20,indian,himayath nagar,34,0.76,0.235294118,4.7,3.2
633,himayatnagar,hyderabad,baskin robbins,300,4.5,100,"desserts,ice cream",wajihuddin,27,0.9,0.176470588,3.8,3.4
634,himayath nagar,hyderabad,khichdi experiment,250,4.3,100,"home food,indian,healthy food,north indian,snacks,maharashtrian,sweets,south indian,combo,desserts,beverages,kebabs",himayatnagar,32,0.86,0.147058824,3.8,4.9
635,himayath nagar,hyderabad,bowlsome,250,3.6,20,"asian,north indian,continental,healthy food,punjabi,home food,oriental,desserts,beverages,pan-asian,bengali,mangalorean,kashmiri,lucknowi,chinese,sweets,kebabs,combo,rajasthani,awadhi",himayatnagar,35,0.72,0.147058824,2.8,3.7
636,himayath nagar,hyderabad,paratha experiment,250,2.9,80,north indian  punjabi  home food  indian  snacks  combo  desserts  beverages  south indian  continental  chettinad  healthy food  chinese  sweets,himayatnagar,36,0.58,0.147058824,3.6,4.2
637,himayath nagar,hyderabad,the biryani experiment,250,3.5,20,"biryani,hyderabadi,indian,kebabs,north indian,south indian,andhra,afghani,combo,desserts,beverages,punjabi,kerala,sweets,arabian,lucknowi,parsi,tandoor",himayatnagar,37,0.7,0.147058824,3.8,3.3
638,himayath nagar,hyderabad,that pizza place,250,2.9,80,pizzas  italian  fast food  desserts  continental  mediterranean  american  mexican  indian  combo  beverages  bakery  french  sweets  european  lebanese  snacks,himayatnagar,36,0.58,0.147058824,3.1,5
639,new malakpet,hyderabad,sahadeva reddy's chaat chowk,300,4.2,50,"chaat,fast food",kothapet & dilsukhnagar,38,0.84,0.176470588,3.2,4.1
640,shivaji nagar,hyderabad,metro cafe,200,3.7,20,indian  fast food  bakery,begumpet,59,0.74,0.117647059,3.4,3
641,brindavan colony,hyderabad,leos kitchen,350,2.9,80,"south indian,north indian",santoshnagar & saidabad,71,0.58,0.205882353,2.6,2.7
642,ramnas pura,hyderabad,pizza stories,350,2.9,80,pizzas,charminar,59,0.58,0.205882353,3.3,4.9
643,huda colony,hyderabad,annapurna mess,200,3.7,100,"indian,biryani,chinese",kothapet & dilsukhnagar,50,0.74,0.117647059,3,4.9
644,peerzadiguda,hyderabad,biryani blend family restaurant,300,2.9,80,"biryani,chinese,north indian",uppal,85,0.58,0.176470588,3.3,4.1
645,sanjeeva reddy nagar,hyderabad,wowffles,400,3.7,50,desserts  bakery,sr nagar,79,0.74,0.235294118,2.8,2.5
646,narayanguda,hyderabad,ks bakers,250,3.9,100,bakery,himayath nagar,27,0.78,0.147058824,4.7,3.1
647,sri sai tarun enclave,hyderabad,bowls kitchen,200,3.7,100,"north indian,south indian",kothapet & dilsukhnagar,65,0.74,0.117647059,4,4.5
648,punjagutta,hyderabad,absolute froot,150,2.9,80,beverages,somajiguda & khairtabad,61,0.58,0.088235294,4.2,4.7
649,new malakpet,hyderabad,sri balaji tasty tiffins and meals,150,2.9,80,south indian,kothapet & dilsukhnagar,33,0.58,0.088235294,4.5,3.6
650,punjagutta,hyderabad,om sairam hospitality services,200,4.4,100,indian  south indian  chinese,begumpet,67,0.88,0.117647059,3.7,3.4
651,kothapet,hyderabad,ae-spice villa,380,3,20,"indian,fast food",kothapet & dilsukhnagar,68,0.6,0.223529412,2.7,3.2
652,banjara hills,hyderabad,chef's sandwich,600,2.9,80,fast food,banjara hills,67,0.58,0.352941176,3.8,2.8
653,banjara hills,hyderabad,burger dude's,600,2.9,80,fast food,banjara hills,68,0.58,0.352941176,4,2.8
654,banjara hills,hyderabad,pange's pizza,600,2.9,80,pizzas,banjara hills,68,0.58,0.352941176,4.4,4.9
655,banjara hills,hyderabad,blenders & coolers,600,2.9,80,"beverages,juices",banjara hills,69,0.58,0.352941176,3.6,4.5
656,banjara hills,hyderabad,best pasta,600,2.9,80,pastas,banjara hills,69,0.58,0.352941176,2.8,2.9
657,khairtabad,hyderabad,vijaya mirchi point,100,4,50,"street food,indian,south indian,snacks",somajiguda & khairtabad,49,0.8,0.058823529,3.2,3
658,koti,hyderabad,penang,500,4,500,"asian,chinese,thai",human tekdi,35,0.8,0.294117647,3.4,4.1
659,malkajgiri,hyderabad,chocolate ideas,300,3.8,50,desserts  haleem  home food  healthy food  fast food  sweets  beverages,mahendrahills,82,0.76,0.176470588,4.1,4.4
660,banjara hills,hyderabad,gol panipuri,500,2.9,80,chaat,banjara hills,66,0.58,0.294117647,3.9,4.5
661,himayatnagar,hyderabad,frozen bottle,250,3.8,100,"beverages,ice cream,desserts",rk saboo plaza,32,0.76,0.147058824,3.4,2.9
662,padmarao nagar,hyderabad,saptami grand - udupi veg restaurant,200,4.3,100,"south indian,chinese,desserts",nallakunta & vidyanagar,47,0.86,0.117647059,5,5
663,jam bagh,hyderabad,subbu mirchi point,100,4.1,100,"street food,indian,snacks",kachiguda,29,0.82,0.058823529,4,3.1
664,punjagutta,hyderabad,delhi mithaiwala,250,4.4,500,sweets  desserts  chaat  snacks  bakery,ameerpet,61,0.88,0.147058824,3.1,4
665,himayatnagar,hyderabad,mohammedia shawarma,300,3.8,100,"arabian,lebanese,street food",himayath nagar,31,0.76,0.176470588,2.8,4
666,pathar gatti,hyderabad,deluxe marhaba,300,3,20,"arabian,biryani,chinese",charminar,39,0.6,0.176470588,2.9,4.9
667,dilsukhnagar,hyderabad,madhu ruchi pure veg restaurant,400,3.7,50,chinese  indian,kothapet & dilsukhnagar,45,0.74,0.235294118,3.1,4.1
668,dilsukhnagar,hyderabad,monginis,500,3.8,20,"bakery,desserts,snacks",kothapet & dilsukhnagar,40,0.76,0.294117647,2.9,4
669,banjara hills,hyderabad,ciro's pizzeria,1000,3.9,100,"pizzas,italian,continental,american,desserts",khairatabad,64,0.78,0.588235294,3,3.8
670,narayanguda,hyderabad,1441 pizzeria,400,4.1,500,"italian,pizzas,pastas,desserts,beverages",himayath nagar,33,0.82,0.235294118,3.2,4.4
671,ramgopalpet,hyderabad,new sharma chat house,150,4.2,50,chaat  snacks  beverages,begumpet,58,0.84,0.088235294,2.9,2.8
672,chintal,hyderabad,lucky restaurant,300,4,10000,"biryani,tandoor,chinese,north indian,desserts,kebabs,mughlai",banjara hills,38,0.8,0.176470588,4.7,2.5
673,kavadiguda,hyderabad,nice tiffins,200,4.1,20,south indian,nallakunta & vidyanagar,41,0.82,0.117647059,2.7,4.9
674,kachiguda,hyderabad,new handi biryani,200,3.9,20,"chinese,biryani,kebabs,south indian,beverages",himayath nagar,29,0.78,0.117647059,3.8,3.7
675,ameerpet,hyderabad,sai ganesh tiffins,50,4,100,street food  south indian,ameerpet,64,0.8,0.029411765,3.5,3.3
676,himayatnagar,hyderabad,burger bros,200,4,100,snacks,chikkadpally,33,0.8,0.117647059,5,3.4
677,moosarambagh,hyderabad,pista house bakery & restaurant,300,4.1,1000,"north indian,biryani,tandoor,chinese",kothapet & dilsukhnagar,42,0.82,0.176470588,2.8,4.5
678,himayath nagar,hyderabad,gourmet ice cream cakes by baskin robbins,300,2.9,80,"desserts,ice cream,bakery",himayath nagar main road,32,0.58,0.176470588,3.5,3.5
679,new nallakunta,hyderabad,kung pao kitchen,300,4.1,100,chinese,himayath nagar,34,0.82,0.176470588,4.9,4.4
680,new nallakunta,hyderabad,jai bhavani spicy hot fast food centre,100,3.8,100,"street food,indian,chinese",chikkadpally,29,0.76,0.058823529,4.7,3.6
681,toli chowki,hyderabad,arabesq - kunafa & shawarma,200,3.7,50,"arabian,lebanese,beverages,juices",mehdipatnam,66,0.74,0.117647059,4.5,4.6
682,huda complex,hyderabad,burger eat's,300,2.9,80,"snacks,biryani,fast food",kothapet & dilsukhnagar,64,0.58,0.176470588,3.1,2.7
683,himayath nagar,hyderabad,arancini,700,3.6,100,"pizzas,american,italian,snacks",human tekdi,37,0.72,0.411764706,2.9,3.7
684,ameerpet,hyderabad,sri ganesh fruit juice,100,4.4,100,street food  indian  beverages,ameerpet,71,0.88,0.058823529,4.2,3.7
685,kachiguda,hyderabad,patel's chips and crisps,350,4.4,100,indian,himayath nagar,25,0.88,0.205882353,4.8,3.2
686,koti,hyderabad,the indiway,500,4.1,100,"north indian,biryani,mughlai,tandoor,snacks",human tekdi,41,0.82,0.294117647,3.9,4.9
687,kavadiguda,hyderabad,rushty reataurant chat sandwich and juice,150,2.9,80,"fast food,beverages,juices",nallakunta & vidyanagar,51,0.58,0.088235294,3.9,4.8
688,mehdipatnam,hyderabad,andhra meals,200,4,1000,south indian,mehdipatnam,46,0.8,0.117647059,3.2,3.6
689,nagole,hyderabad,cake for you,250,4.4,20,"bakery,desserts",kothapet & dilsukhnagar,69,0.88,0.147058824,4.4,2.7
690,kothapet,hyderabad,the burger chefs,500,2.9,80,"pizzas,fast food,beverages",nagole x road,67,0.58,0.294117647,3,3
691,ameerpet,hyderabad,hungry burger,200,2.9,80,chinese,ameerpet,70,0.58,0.117647059,3.3,3.2
692,kothapet,hyderabad,viyaala vaari vindhu,300,4,50,south indian,kothapet & dilsukhnagar,58,0.8,0.176470588,3.6,3.7
693,mehdipatnam,hyderabad,js fast food,250,2.9,80,"north indian,indian,snacks,beverages",tolichowki,61,0.58,0.147058824,3.8,3.3
694,toli chowki,hyderabad,baithak,450,3.7,20,"continental,beverages",tolichowki,71,0.74,0.264705882,3.1,4.4
695,sarvodaya colony,hyderabad,the mirchiesz,300,3.8,100,"chinese,biryani,indian",kothapet & dilsukhnagar,74,0.76,0.176470588,2.8,3.7
696,somajiguda & khairtabad,hyderabad,theobroma,500,4.6,500,"desserts,bakery,beverages",somajiguda & khairtabad,52,0.92,0.294117647,4,4.7
697,santoshnagar & saidabad,hyderabad,shawarma station,289,3.1,20,"arabian,lebanese",santoshnagar & saidabad,58,0.62,0.17,3.2,5
698,abids & koti,hyderabad,ram ki bandi,300,4.1,100,south indian,himayath nagar,28,0.82,0.176470588,4,3
699,uppal,hyderabad,baskin robbins,250,4,20,desserts  ice cream,nacharam,61,0.8,0.147058824,2.9,4
700,tarnaka  nacharam & malkajigiri,hyderabad,chutney bowl,150,4.2,500,south indian,tarnaka  nacharam & malkajigiri,61,0.84,0.088235294,3.7,4.6
701,mehdipatnam,hyderabad,the hyderabad chicken haleem,150,3.2,20,haleem,mehdipatnam,53,0.64,0.088235294,3.8,4.9
702,tarnaka nacharam & malkajigiri,hyderabad,maharashtrian kitchen,200,2.9,80,maharashtrian,tarnaka nacharam & malkajigiri,87,0.58,0.117647059,2.6,3.2
703,tolichowki,hyderabad,fried chicken hub,325,4.2,100,continental,tolichowki,78,0.84,0.191176471,3.3,4.3
704,kothapet & dilsukhnagar,hyderabad,five star and koli hut,120,4.7,20,indian,kothapet & dilsukhnagar,54,0.94,0.070588235,2.8,2.5
705,abids & koti,hyderabad,the brooklyn creamery - healthy ice cream,200,3.9,20,"desserts,ice cream,healthy food",abids,35,0.78,0.117647059,2.7,4.7
706,a.s. rao nagar & sainikpuri,hyderabad,sri sai ak tiffin centre,200,4.2,100,indian  south indian,a.s. rao nagar & sainikpuri,83,0.84,0.117647059,5,2.7
707,banjara hills,hyderabad,ab's-absolute barbecues,500,3.5,50,"barbecue,biryani,chinese",banjara hills,70,0.7,0.294117647,3.3,4.3
708,uppal,hyderabad,waffee & co,200,4.4,50,"desserts,waffle",uppal,63,0.88,0.117647059,4.5,5
709,tolichowki,hyderabad,galaxy paradise,250,3.6,20,"biryani,chinese",tolichowki,69,0.72,0.147058824,3.1,3.8
710,kharkhana & trimulgherry,hyderabad,balaji jainarayan mithai bhandar,300,3.8,20,sweets  snacks  bengali,kharkhana & trimulgherry,69,0.76,0.176470588,4.2,3
711,banjara hills,hyderabad,the bedford bakehouse and tearoom,500,2.9,80,continental,banjara hills,74,0.58,0.294117647,4.4,4
712,ameerpet,hyderabad,abhiruchi swagruha foods,250,4.5,100,sweets  snacks,ameerpet,62,0.9,0.147058824,4,4.1
713,nallakunta & vidyanagar,hyderabad,tasty inn hyderabadi biryani,250,2.9,80,"biryani,indian,chinese,seafood",nallakunta & vidyanagar,43,0.58,0.147058824,3.7,4.2
714,nallakunta & vidyanagar,hyderabad,chickden,250,4.1,20,"indian,arabian,chinese",nallakunta & vidyanagar,44,0.82,0.147058824,3.5,2.9
715,kharkhana & trimulgherry,hyderabad,the moringa,150,4.1,100,south indian,kharkhana & trimulgherry,70,0.82,0.088235294,3.4,4.7
716,himayath nagar,hyderabad,venkateshwara fast food,150,3.9,100,"indian,chinese,south indian",himayath nagar,27,0.78,0.088235294,4.8,4.1
717,kothapet & dilsukhnagar,hyderabad,sri surya tiffins,150,2.9,80,"south indian,chinese,fast food,snacks",kothapet & dilsukhnagar,67,0.58,0.088235294,4.6,2.6
718,santoshnagar & saidabad,hyderabad,zaheer juice center,200,2.9,80,"juices,beverages",santoshnagar & saidabad,35,0.58,0.117647059,4.9,4.2
719,banjara hills,hyderabad,trio la patisserie,300,2.9,80,"bakery,desserts",banjara hills,58,0.58,0.176470588,2.8,3
720,begumpet,hyderabad,trio la patisserie,400,2.9,80,bakery  desserts,begumpet,64,0.58,0.235294118,4.3,2.6
721,lakdi ka pul,hyderabad,peshawar juice n ice cream,200,2.9,20,juices  beverages  desserts,lakdi ka pul,51,0.58,0.117647059,4.8,3.9
722,tolichowki,hyderabad,surprise india - cakes & desserts,300,2.9,80,desserts,tolichowki,56,0.58,0.176470588,3,4.5
723,kothapet & dilsukhnagar,hyderabad,belly's icecreams and thickshakes,300,2.9,80,"beverages,ice cream",kothapet & dilsukhnagar,46,0.58,0.176470588,2.7,4.6
724,tarnaka nacharam & malkajigiri,hyderabad,manu s kitchen,500,4.1,100,"chinese,tandoor,seafood,biryani,indian",tarnaka nacharam & malkajigiri,68,0.82,0.294117647,4.4,2.8
725,uppal,hyderabad,sh shawarma,200,2.9,80,arabian  fast food,uppal,47,0.58,0.117647059,3.9,4.2
726,charminar,hyderabad,salasar chat and tiffin centre,100,4.2,50,south indian,shamsheergunj,61,0.84,0.058823529,4.6,4.3
727,charminar,hyderabad,pista house premium lounge,300,4.2,1000,"american,fast food,snacks",charminar,46,0.84,0.176470588,2.8,3.2
728,nallakunta & vidyanagar,hyderabad,guest house coffee and ice cream parlour,300,2.9,80,"fast food,pizzas,pastas,beverages",nallakunta & vidyanagar,52,0.58,0.176470588,4.5,4.9
729,nallakunta & vidyanagar,hyderabad,radhe family dhaba,300,2.9,80,"indian,chinese",nallakunta & vidyanagar,41,0.58,0.176470588,3,3.2
730,himayath nagar,hyderabad,santosh family dhaba,300,3.8,500,"north indian,biryani,chinese,tandoor,indian",himayath nagar,32,0.76,0.176470588,2.9,2.7
731,nallakunta & vidyanagar,hyderabad,thaaliyan by phulkaas,200,3.8,100,"indian,mughlai",nallakunta & vidyanagar,38,0.76,0.117647059,2.9,3.8
732,kothapet & dilsukhnagar,hyderabad,neapolitan pizza,150,2.9,80,pizzas,kothapet & dilsukhnagar,63,0.58,0.088235294,4.5,4.2
733,himayath nagar,hyderabad,ayezas kitchen,260,3.9,50,"indian,hyderabadi",himayath nagar,58,0.78,0.152941176,4.2,3.1
734,nallakunta & vidyanagar,hyderabad,saravana udupi hotel,150,3.8,50,south indian,nallakunta & vidyanagar,46,0.76,0.088235294,3.8,3.3
735,charminar,hyderabad,the mahboob biryani,1500,2.9,80,biryani,charminar,38,0.58,0.882352941,3.4,3.9
736,charminar,hyderabad,mohammedi confectioners,150,3.5,50,"sweets,snacks",charminar,38,0.7,0.088235294,4.7,4.7
737,kothapet & dilsukhnagar,hyderabad,new shahi naan,49,2.9,80,indian,kothapet & dilsukhnagar,34,0.58,0.028823529,3.5,4.4
738,nampally,hyderabad,naseeb hotel,200,3.8,20,"indian,biryani",aghapura nampally,36,0.76,0.117647059,4.5,3
739,banjara hills,hyderabad,shahi rasoi multicuisine family restaurant,750,4.1,50,"biryani,desserts,grill",hamayun nagar near nmdc,50,0.82,0.441176471,3.6,3.1
740,charminar,hyderabad,burgersuncle,300,2.9,80,"american,italian,indian",charminar,50,0.58,0.176470588,3.4,3.8
741,banjara hills,hyderabad,tasco bakery,350,4.2,20,"bakery,desserts,snacks",banjara hills,49,0.84,0.205882353,3.7,4.4
742,banjara hills,hyderabad,just bake banjarahills,150,2.9,80,bakery  desserts  fast food,banjara hills,68,0.58,0.088235294,3.3,4
743,uppal,hyderabad,cafe de gardenia,360,2.9,80,chinese  indian  biryani,uppal,74,0.58,0.211764706,4.4,3.8
744,santoshnagar & saidabad,hyderabad,kings pizza hut,200,2.9,80,continental,santoshnagar & saidabad,58,0.58,0.117647059,3.8,4
745,himayath nagar,hyderabad,a.m.tiffin centre,150,4.1,50,south indian,himayath nagar,29,0.82,0.088235294,3.1,4.4
746,kothapet & dilsukhnagar,hyderabad,hotel swagath,200,4.4,100,north indian,kothapet & dilsukhnagar,43,0.88,0.117647059,4.7,3.8
747,himayath nagar,hyderabad,roll it up,300,3.2,20,"fast food,snacks,italian,chinese,beverages",himayath nagar,32,0.64,0.176470588,3.5,4.7
748,charminar,hyderabad,fancy ice cream,40,2.9,80,ice cream  desserts,charminar,44,0.58,0.023529412,3.9,4.9
749,nallakunta & vidyanagar,hyderabad,arabian mandi house,420,2.9,80,arabian,nallakunta & vidyanagar,48,0.58,0.247058824,4.8,4.8
750,himayath nagar,hyderabad,i creamy cafe,200,2.9,80,north indian,himayath nagar,52,0.58,0.117647059,4.1,4.4
751,uppal,hyderabad,sv food court,149,2.9,80,"chinese,biryani",uppal,67,0.58,0.087647059,2.8,3.1
752,somajiguda & khairtabad,hyderabad,dostea,300,2.9,80,beverages  fast food,somajiguda & khairtabad,56,0.58,0.176470588,4.8,3.5
753,ameerpet,hyderabad,rayudu juice shop,120,4.8,50,juices  beverages  ice cream,ameerpet,63,0.96,0.070588235,4.1,3.2
754,santoshnagar & saidabad,hyderabad,s v food court,200,2.9,80,chinese,santoshnagar & saidabad,52,0.58,0.117647059,3.3,4.1
755,himayath nagar,hyderabad,bake zone bakery&lounge,300,2.9,80,"desserts,fast food",himayath nagar,40,0.58,0.176470588,2.8,3.3
756,begumpet,hyderabad,ice cream corner,200,2.9,80,indian,prakash nagar,72,0.58,0.117647059,4.5,4.4
757,nallakunta & vidyanagar,hyderabad,al saud bait al mandi,250,4,100,arabian,nallakunta & vidyanagar,34,0.8,0.147058824,4.1,2.8
758,nallakunta & vidyanagar,hyderabad,chinese fast food,250,2.9,80,chinese,nallakunta & vidyanagar,37,0.58,0.147058824,3.8,4.4
759,himayath nagar,hyderabad,fish oh fish,400,2.9,80,"biryani,tandoor,mughlai",ashok nagar,38,0.58,0.235294118,4.7,4
760,somajiguda & khairtabad,hyderabad,mahalaxmi tiffin centre,250,4.4,20,"south indian,snacks",aghapura,35,0.88,0.147058824,4.5,4.6
761,banjara hills,hyderabad,royal biryani kabab juice,200,2.9,80,"juices,salads",banjara hills,55,0.58,0.117647059,2.9,3.6
762,himayath nagar,hyderabad,nice day baquares and ice creams,100,2.9,80,chinese,himayath nagar,38,0.58,0.058823529,3.3,4.1
763,nallakunta & vidyanagar,hyderabad,bachchu s chaat by phulkaas,200,2.9,80,"chaat,snacks",nallakunta & vidyanagar,39,0.58,0.117647059,3.1,3.9
764,charminar,hyderabad,ms mandi and shawarma,240,4.1,50,indian,charminar,39,0.82,0.141176471,4.4,4.9
765,kothapet & dilsukhnagar,hyderabad, sahadeva reddy's biryani durbar,250,4.1,50,"biryani,chinese,indian",kothapet & dilsukhnagar,45,0.82,0.147058824,2.6,4.4
766,himayath nagar,hyderabad,mast kalandar  the kitchen,300,3.8,20,north indian,himayath nagar,32,0.76,0.176470588,3.9,3.9
767,himayath nagar,hyderabad,the joint shawarma,400,4,20,indian,himayath nagar,32,0.8,0.235294118,4.4,2.9
768,nampally,hyderabad,sunrise tiffins bakery and fastfood,200,2.9,80,"continental,ice cream,bakery,beverages",nampally,40,0.58,0.117647059,4.7,4.8
769,santoshnagar & saidabad,hyderabad,pista house restaurant,500,4.1,500,"tandoor,indian,chinese,biryani,beverages",santoshnagar & saidabad,48,0.82,0.294117647,3.4,3
770,nallakunta & vidyanagar,hyderabad,inti ruchi,200,4.2,50,indian,nallakunta & vidyanagar,48,0.84,0.117647059,4.6,4.1
771,charminar,hyderabad,italian hub,250,2.9,80,"european,american,chinese",charminar,45,0.58,0.147058824,2.8,4.8
772,kothapet & dilsukhnagar,hyderabad,hasrat catering india,300,2.9,80,indian,kothapet & dilsukhnagar,46,0.58,0.176470588,4.6,3.1
773,somajiguda & khairtabad,hyderabad,biryanis and more,350,3.9,100,"biryani,chinese,tandoor",somajiguda & khairtabad,49,0.78,0.205882353,2.8,3.1
774,himayath nagar,hyderabad,wahh chaap,300,4.1,500,"north indian,biryani",himayath nagar,31,0.82,0.176470588,3.5,4.6
775,kothapet & dilsukhnagar,hyderabad,potful - claypot biryanis,500,4,500,"biryani,kebabs,mughlai,north indian",kothapet & dilsukhnagar,77,0.8,0.294117647,4.5,4.6
776,kothapet & dilsukhnagar,hyderabad,wah! kulcha,200,3.7,20,fast food,kothapet & dilsukhnagar,77,0.74,0.117647059,2.9,3.4
777,himayath nagar,hyderabad,vinayak tiffins,100,2.9,80,south indian,himayath nagar,33,0.58,0.058823529,3.1,3.2
778,kothapet & dilsukhnagar,hyderabad,lalaji dilli wale chaat,300,2.9,80,"chaat,fast food,maharashtrian,beverages",kothapet & dilsukhnagar,66,0.58,0.176470588,4.3,2.8
779,kothapet & dilsukhnagar,hyderabad,the country wok,400,3.5,100,"chinese,beverages",kothapet & dilsukhnagar,63,0.7,0.235294118,4.3,5
780,banjara hills,hyderabad,sher-e-punjab dhaba,350,2.9,80,"indian,biryani",banjara hills,40,0.58,0.205882353,4.1,4.6
781,nallakunta & vidyanagar,hyderabad,mamaz almandi,300,2.9,80,indian,nallakunta & vidyanagar,48,0.58,0.176470588,4.2,4.7
782,himayath nagar,hyderabad,sunnys chinese,350,3.5,20,chinese,himayath nagar,31,0.7,0.205882353,3.9,3.8
783,himayath nagar,hyderabad,a bowl affair,300,3.3,20,"indian,chinese,combo,beverages",himayath nagar,33,0.66,0.176470588,3.1,2.8
784,kothapet & dilsukhnagar,hyderabad,nalabheema kitchen,250,3.9,100,chinese,kothapet & dilsukhnagar,60,0.78,0.147058824,3.4,2.6
785,santoshnagar & saidabad,hyderabad,ssv foods,180,2.9,80,snacks,santoshnagar & saidabad,53,0.58,0.105882353,3,3.3
786,ameerpet,hyderabad,tiny foods homely food court,300,4.1,50,indian,ameerpet,76,0.82,0.176470588,4.8,4.8
787,charminar,hyderabad,the kunafa station,300,3.9,100,desserts,charminar,39,0.78,0.176470588,4,4.9
788,himayath nagar,hyderabad,swiss castle,500,4.6,100,"bakery,sweets,desserts",himayath nagar,28,0.92,0.294117647,3.5,4.6
789,kachiguda,hyderabad,hotel woodside (veg),200,4.5,100,south indian  north indian  chinese,himayath nagar,30,0.9,0.117647059,3.7,2.9
